english_text,category,emotion,instruction,target_duration_sec
The mosquito nets that the health workers distributed to our community last month have really helped reduce the number of malaria cases in the village,HEALTH,NEUTRAL,,13
My knee has been hurting very badly whenever I try to walk or climb the stairs and I think I might need to see a specialist doctor,HEALTH,NEUTRAL,,13
The traditional healer in our village says that the bark of a certain tree can be boiled and used to treat fever and body pains,HEALTH,NEUTRAL,,13
I have not been sleeping well at all for the past two weeks and I feel very tired and weak throughout the whole day now,HEALTH,SAD,,13
The community health worker comes to our village every month to check on the pregnant women and make sure the small babies are growing well,HEALTH,NEUTRAL,,13
My wife is expecting our baby in about two months and we have been saving money to make sure she can deliver safely at the hospital,HEALTH,NEUTRAL,,13
I need to stop eating so much salt and oily food because the doctor said it is bad for my heart and my blood pressure,HEALTH,NEUTRAL,,13
The cholera outbreak in the next village was caused by people drinking dirty water from the contaminated stream without boiling it first for safety,HEALTH,NEUTRAL,,13
My father needs surgery on his eye but we cannot find enough money to pay for the operation at the hospital in the capital city,HEALTH,SAD,,13
Every morning I do some light exercises and stretching to keep my body strong and flexible because the doctor said it is good for my health,HEALTH,NEUTRAL,,13
The health clinic ran out of the basic medicines again and now sick people have to travel to the next town to get the treatment they need,HEALTH,SAD,,13
I always make sure my children wash their hands before meals and brush their teeth at night because good hygiene habits start from a very young age,HEALTH,NEUTRAL,,13
The midwife in our village has been helping women deliver their babies safely for over twenty five years and she is very experienced and respected,HEALTH,NEUTRAL,,13
My son had an asthma attack last night and we had to rush him to the emergency room at the hospital in the middle of the night,HEALTH,URGENT,,13
"The government health campaign is teaching people in rural areas about the importance of clean water, proper sanitation and regular hand washing every single day",HEALTH,NEUTRAL,,13
I have a very bad toothache that has been keeping me awake all night and I need to find a dentist who can help me soon,HEALTH,NEUTRAL,,13
The ambulance service in our area is very slow to respond and by the time it arrives at the village it is often already too late,HEALTH,SAD,,13
My doctor told me that I should walk for at least thirty minutes every single day to help improve my overall health and lose some weight,HEALTH,NEUTRAL,,13
The children in our school were given deworming medicine last week and the health workers also checked their eyes and measured their height and weight,HEALTH,NEUTRAL,,13
I am worried about my mother because she has been coughing for a very long time now and she refuses to go and see the doctor about it,HEALTH,NEUTRAL,,13
The rainy season is coming very soon and we need to fix the roof on our house before the heavy downpours start falling every day,WEATHER_TIME,NEUTRAL,,13
It is so hot today that even the animals are hiding under the shade of the big trees to get away from the burning sun,WEATHER_TIME,NEUTRAL,,13
The harmattan wind is blowing so hard this morning and the dust in the air is making it very difficult for everyone to see properly,WEATHER_TIME,NEUTRAL,,13
I think it is going to rain very heavily later this afternoon because the sky is getting very dark and the clouds are moving in fast,WEATHER_TIME,NEUTRAL,,13
The dry season this year has been much longer than usual and all the wells and streams in our area are starting to run completely dry,WEATHER_TIME,NEUTRAL,,13
We need to plant our crops before the end of this month so that they can get enough rain to grow properly during the wet season,WEATHER_TIME,NEUTRAL,,13
The sun sets at about six thirty in the evening during this time of the year and after that it gets dark outside very quickly,WEATHER_TIME,NEUTRAL,,13
I always carry my umbrella with me during the rainy season because the weather here can change from sunny to heavy rain in just a few minutes,WEATHER_TIME,NEUTRAL,,13
The thunder last night was so loud and frightening that it woke up all the children and they came running to our bed crying in fear,WEATHER_TIME,NEUTRAL,,13
It has not rained in our area for over three whole months now and the farmers are very worried about their crops dying in the dry fields,WEATHER_TIME,SAD,,13
The morning fog is so thick and heavy today that I can barely see the road in front of me as I walk to work this morning,WEATHER_TIME,NEUTRAL,,13
We need to harvest all the rice from the fields before the next big rain comes or we could lose the entire crop to water damage,WEATHER_TIME,URGENT,,13
The sea breeze that comes in from the ocean every evening makes the temperature much cooler and more comfortable for everyone living near the coast here,WEATHER_TIME,NEUTRAL,,13
Last night the storm was so violent and powerful that it blew the zinc sheets right off the roof of three houses in our neighborhood,WEATHER_TIME,NEUTRAL,,13
The weather has been so unpredictable lately that it is very hard for the farmers to know exactly when to plant their seeds in the ground,WEATHER_TIME,NEUTRAL,,13
I love sitting outside on the veranda in the cool evening air and watching the beautiful sunset paint the whole sky orange and pink and purple,WEATHER_TIME,HAPPY,,13
The flood waters rose so high and fast last week that many families had to leave their homes and move to higher ground for safety,WEATHER_TIME,SAD,,13
It gets dark very early during the rainy season months and the children have to come home from playing outside much sooner than they would like,WEATHER_TIME,NEUTRAL,,13
The heat during the middle of the day is almost unbearable and most people try to stay inside or find shade until the afternoon breeze comes,WEATHER_TIME,NEUTRAL,,13
We check the sky every morning before going to the farm because the color and pattern of the clouds can tell you a lot about the weather,WEATHER_TIME,NEUTRAL,,13
The wind changed direction suddenly this afternoon and now it feels much cooler outside than it was earlier when the sun was blazing down on us,WEATHER_TIME,NEUTRAL,,13
The first big rain of the season always brings such a beautiful fresh smell to the earth and everything in nature seems to come alive again,WEATHER_TIME,HAPPY,,13
My grandmother can predict the weather just by looking at the behavior of the birds and insects around the village and she is usually right,WEATHER_TIME,NEUTRAL,,13
We woke up very early at four o clock this morning to start our journey before the heat of the sun became too strong for walking,WEATHER_TIME,NEUTRAL,,13
The river behind our village always floods during the heavy rains and sometimes the water comes up so high that it reaches the doorsteps of our houses,WEATHER_TIME,NEUTRAL,,13
It has been raining steadily for three whole days and nights without stopping and the ground is so wet and soft that it is hard to walk anywhere,WEATHER_TIME,NEUTRAL,,13
The stars are so bright and clear tonight that you can see the entire Milky Way stretching across the dark sky above our village like a river,WEATHER_TIME,NEUTRAL,,13
The cold harmattan wind makes my skin feel very dry and cracked and I have to use shea butter every day to keep it soft and smooth,WEATHER_TIME,NEUTRAL,,13
We pray for good weather and enough rainfall this year so that the harvest will be plentiful and nobody in our community will go hungry this season,WEATHER_TIME,NEUTRAL,,13
The fishermen at the wharf are pulling in their nets and today catch looks very big and fresh with plenty of different types of fish,LOCAL_SCENARIOS,NEUTRAL,,13
Our village well dried up last week and now everybody has to walk to the river which is almost two kilometers away to collect water every day,LOCAL_SCENARIOS,SAD,,13
The community organized a big cleanup day to clear all the rubbish and dirty water from the gutters before the heavy rainy season starts again,LOCAL_SCENARIOS,NEUTRAL,,13
The palm wine tapper climbed up the very tall palm tree this early morning to collect the sweet fresh sap before the hot sun spoils it,LOCAL_SCENARIOS,NEUTRAL,,13
There is a big football match this Saturday between our village team and the team from the next town and everyone is very excited about it,LOCAL_SCENARIOS,EXCITED,,13
The women group in our community started a new soap making business together and they are selling their products at the local market every single week,LOCAL_SCENARIOS,NEUTRAL,,13
The taxi drivers at the junction are always arguing about whose turn it is to take the next passenger going towards the market in town,LOCAL_SCENARIOS,NEUTRAL,,13
The old bridge over the river needs serious repairs because the wooden planks are rotting and it is becoming very dangerous for people to cross it safely,LOCAL_SCENARIOS,NEUTRAL,,13
Our chief called a meeting for all the young people to discuss how we can bring more development projects and opportunities to our village this year,LOCAL_SCENARIOS,NEUTRAL,,13
The market women blocked the main road today because they are protesting against the new tax that the local council is trying to force on them,LOCAL_SCENARIOS,ANGRY,,13
My grandmother makes the most beautiful country cloth on her traditional loom and people come from very far away just to buy her work,LOCAL_SCENARIOS,NEUTRAL,,13
The generator at the community center broke down again last night and now there is no electricity for the evening adult literacy classes this whole week,LOCAL_SCENARIOS,SAD,,13
The okada riders drive so fast through the narrow village streets that it is becoming very dangerous for children and old people walking on the road,LOCAL_SCENARIOS,NEUTRAL,,13
We held a naming ceremony for the new baby last weekend and the whole community came out to celebrate and welcome the child into our family,LOCAL_SCENARIOS,HAPPY,,13
The boat that carries passengers across the river is very old and overcrowded and many people are worried that it is not safe to ride on anymore,LOCAL_SCENARIOS,NEUTRAL,,13
The young men in the village formed a group to guard the community at night because there have been reports of strangers coming around after dark,LOCAL_SCENARIOS,NEUTRAL,,13
The women carry huge bundles of firewood on their heads for miles and miles every week just so they can cook meals for their families at home,LOCAL_SCENARIOS,NEUTRAL,,13
The teacher at the village school teaches all six different grades by himself in one single classroom because there are not enough teachers to go around,LOCAL_SCENARIOS,SAD,,13
The local football field gets completely flooded during the rainy season and the children have to wait several months before they can play there again,LOCAL_SCENARIOS,NEUTRAL,,13
The community radio station plays local music and announces important news and events every day and almost everyone in our area listens to it regularly,LOCAL_SCENARIOS,NEUTRAL,,13
My mother sells gari and cassava at the market and she has been doing this same trade for over twenty long years now without stopping,LOCAL_SCENARIOS,NEUTRAL,,13
The young girls in our village learn to braid hair from their mothers and aunties and some of them become very skilled professional hairdressers later on,LOCAL_SCENARIOS,NEUTRAL,,13
The church choir practiced all week for the special Sunday service and their singing was so beautiful that some people in the congregation were moved to tears,LOCAL_SCENARIOS,HAPPY,,13
The local blacksmith makes farming tools and cooking pots by hand using traditional methods that have been passed down through many generations in his family,LOCAL_SCENARIOS,NEUTRAL,,13
We collect rainwater from the roof during the wet season and store it in big drums for use during the long dry months when water becomes scarce,LOCAL_SCENARIOS,NEUTRAL,,13
The annual masquerade festival brings people from all over the country to our village and it is the biggest and most colorful event of the whole year,LOCAL_SCENARIOS,HAPPY,,13
The motorcycle taxis are the fastest way to travel on the bumpy dirt roads in our area but many people are too scared to ride on them,LOCAL_SCENARIOS,NEUTRAL,,13
The women in our savings group each contribute a small amount of money every month and then one person receives the whole collected amount on a rotating basis,LOCAL_SCENARIOS,NEUTRAL,,13
The road to our village becomes almost impossible to drive on during the heavy rains because the mud gets so deep that even trucks get completely stuck,LOCAL_SCENARIOS,NEUTRAL,,13
The local carpenter built all the desks and benches in our village school using wood that he cut himself from the trees growing on his own farmland,LOCAL_SCENARIOS,NEUTRAL,,13
The dried fish market near the waterfront always has a very strong smell but the quality of the fish sold there is always very good and fresh,LOCAL_SCENARIOS,NEUTRAL,,13
The village elders meet under the big tree every month to resolve disputes and make important decisions about land and community matters that affect everyone here,LOCAL_SCENARIOS,NEUTRAL,,13
The palm oil processing takes several days of very hard work but it is one of the main sources of income for many women in our rural area,LOCAL_SCENARIOS,NEUTRAL,,13
My uncle drives a poda poda bus between our town and the city and the road is so rough and bumpy that the trip always takes very long,LOCAL_SCENARIOS,NEUTRAL,,13
The children collect empty plastic bottles and sell them to the recycling man who comes through our village with his truck every other week on Tuesdays,LOCAL_SCENARIOS,NEUTRAL,,13
The thick brown rope that hangs from the wooden beam in the barn is strong enough to hold the heavy weight of the water bucket,PHONETIC_COVERAGE,NEUTRAL,,13
She whispered softly through the thin curtain that blows gently in the breeze coming from the open window of the bedroom facing the river,PHONETIC_COVERAGE,WHISPER,,13
The children jumped over the shallow puddles singing cheerful songs about the bright sunshine that came after the long period of heavy rainfall last week,PHONETIC_COVERAGE,HAPPY,,13
Please bring the three clean white plates from the kitchen shelf and set them neatly on the round wooden table for our evening dinner tonight,PHONETIC_COVERAGE,NEUTRAL,,13
The old grey cat stretched lazily across the smooth warm tiles in the sunlight that poured through the glass window every afternoon around three o clock,PHONETIC_COVERAGE,NEUTRAL,,13
My grandmother showed me how to properly thread a very thin needle using the bright lamplight to see the tiny eye hole more clearly at night,PHONETIC_COVERAGE,NEUTRAL,,13
The sharp thorn bush growing along the narrow footpath scratched my arm and leg badly when I was walking through it in the dark last evening,PHONETIC_COVERAGE,NEUTRAL,,13
The fisherman threw his wide circular net into the calm blue sea with one smooth strong motion of both his muscular brown arms at the same time,PHONETIC_COVERAGE,NEUTRAL,,13
A strange buzzing sound came from the thick bush growing behind the broken wall of the old abandoned building at the far edge of the village,PHONETIC_COVERAGE,NEUTRAL,,13
The fresh sweet mangoes that grow on the tall tree in our yard always attract many colorful birds and noisy fruit bats during the ripening season,PHONETIC_COVERAGE,NEUTRAL,,13
She carefully wrapped the fragile glass bottle in several layers of soft cloth before placing it gently into the bottom of her large traveling bag,PHONETIC_COVERAGE,NEUTRAL,,13
The bright orange flames of the cooking fire danced and flickered wildly in the strong night wind that blew through the open kitchen doorway outside,PHONETIC_COVERAGE,NEUTRAL,,13
He squeezed through the narrow gap between the two rough stone walls and emerged on the other side covered in grey dust and small cobwebs,PHONETIC_COVERAGE,NEUTRAL,,13
The slow rhythmic drumming from the village square could be heard clearly from very far away echoing through the quiet valleys and green rolling hills,PHONETIC_COVERAGE,NEUTRAL,,13
The woman balanced a large heavy clay pot full of cool water perfectly on her head as she walked gracefully down the steep rocky path home,PHONETIC_COVERAGE,NEUTRAL,,13
The young boy clutched the smooth round pebble tightly in his small fist before throwing it with all his strength across the wide still river surface,PHONETIC_COVERAGE,NEUTRAL,,13
The thick dark smoke from the burning charcoal filled the small kitchen room and made everybody cough and rush outside for some fresh clean air to breathe,PHONETIC_COVERAGE,NEUTRAL,,13
She sang a beautiful traditional lullaby in a soft low voice while gently rocking the sleeping baby back and forth in her tired arms by the fire,PHONETIC_COVERAGE,NEUTRAL,,13
The heavy wooden door creaked loudly on its rusty old iron hinges every single time somebody pushed it open or pulled it shut during the day,PHONETIC_COVERAGE,NEUTRAL,,13
The cool morning breeze carried the pleasant sweet smell of blooming flowers and ripe fruit all the way from the garden to our front veranda this morning,PHONETIC_COVERAGE,NEUTRAL,,13
He dug a deep narrow hole in the soft red earth with his worn out metal shovel to plant the young seedling in the ground before the rain,PHONETIC_COVERAGE,NEUTRAL,,13
The bright yellow and green fabric that she chose for her new dress was the most beautiful piece of cloth in the entire market stall today,PHONETIC_COVERAGE,NEUTRAL,,13
The thunder crashed loudly and the lightning flashed brightly across the dark purple sky as the children ran screaming with fear towards the safety of the house,PHONETIC_COVERAGE,NEUTRAL,,13
The old man shuffled slowly along the dusty path with his carved wooden walking stick tapping rhythmically on the dry hard ground with every careful step he took,PHONETIC_COVERAGE,NEUTRAL,,13
She ground the dried red peppers and fresh garlic together on the rough flat stone until they became a smooth thick paste for the evening stew tonight,PHONETIC_COVERAGE,NEUTRAL,,13
The crooked zinc roof of the small shop rattled and shook violently every time a strong gust of wind blew through the narrow market alley outside,PHONETIC_COVERAGE,NEUTRAL,,13
He swam strongly through the choppy brown river water carrying the thick coiled rope between his teeth to tie around the large fallen tree on the other bank,PHONETIC_COVERAGE,NEUTRAL,,13
The sweet thick palm oil bubbled and popped loudly in the big black iron pot as she stirred the rich golden stew slowly with a long wooden spoon,PHONETIC_COVERAGE,NEUTRAL,,13
The tall thin man stretched his long arms up high to reach the clusters of ripe yellow bananas hanging from the very top of the leaning tree,PHONETIC_COVERAGE,NEUTRAL,,13
A large group of small brown sparrows chirped noisily in the dense green bushes near the stream where the village children go to swim every hot afternoon,PHONETIC_COVERAGE,NEUTRAL,,13
The woven grass mat felt rough and scratchy under my bare feet as I walked slowly across the floor of the dimly lit hut towards the doorway,PHONETIC_COVERAGE,NEUTRAL,,13
She pressed the smooth flat iron firmly against the damp white cotton shirt moving it back and forth with slow steady strokes until every wrinkle disappeared completely,PHONETIC_COVERAGE,NEUTRAL,,13
The sour green oranges that grew on the small tree behind the kitchen were squeezed fresh every morning into a tall glass of cold clean drinking water,PHONETIC_COVERAGE,NEUTRAL,,13
I was talking to my neighbor yesterday and she told me that the price of everything at the market has gone up again this month,CONVERSATIONS,NEUTRAL,,13
Let me tell you what happened to me on my way home from work last night because it was such a strange and surprising experience,CONVERSATIONS,NEUTRAL,,13
My friend asked me for advice about whether she should sell her shop or keep running it and I told her what I honestly thought,CONVERSATIONS,NEUTRAL,,13
I heard from somebody at the market that they are going to build a new school in our area sometime before the end of next year,CONVERSATIONS,NEUTRAL,,13
So I said to him that he should not worry too much because everything is going to work out fine in the end with God help,CONVERSATIONS,NEUTRAL,,13
My mother always tells me that if you work hard and are honest with people then good things will eventually come your way in this life,CONVERSATIONS,NEUTRAL,,13
The old man sitting next to me on the bus started telling me about his life growing up in the village many years ago before the war,CONVERSATIONS,NEUTRAL,,13
I tried to explain to my landlord that I need just a few more days to get all the rent money together but he did not listen,CONVERSATIONS,SAD,,13
My wife said we should start saving more money for the children education because school fees keep getting more and more expensive every single year now,CONVERSATIONS,NEUTRAL,,13
The women at the water point were all talking about the new health program that the government announced on the radio last night after the news,CONVERSATIONS,NEUTRAL,,13
My brother called me on the phone this morning and told me that our father is not feeling well and we should go visit him soon,CONVERSATIONS,NEUTRAL,,13
I met an old school friend at the market today and we spent almost an hour catching up on everything that happened since we last saw each other,CONVERSATIONS,HAPPY,,13
The teacher told the parents at the meeting that the children need more books and learning materials if they are going to pass their exams this year,CONVERSATIONS,NEUTRAL,,13
My neighbor came over to borrow some sugar and we ended up talking for two whole hours about everything that has been happening in the community lately,CONVERSATIONS,NEUTRAL,,13
She told me that the secret to making good cassava bread is to press out all the water properly before you start to bake it on the fire,CONVERSATIONS,NEUTRAL,,13
I was listening to the radio program where people call in to share their problems and one woman story really touched my heart and made me think deeply,CONVERSATIONS,NEUTRAL,,13
The chief told everyone at the meeting that we need to work together as one community if we want to see real positive change happen around here,CONVERSATIONS,NEUTRAL,,13
My daughter came home from school today very excited because her teacher praised her in front of the whole class for getting all her answers right,CONVERSATIONS,HAPPY,,13
The taxi driver was telling me about how business has been so slow lately because the price of fuel keeps going up and fewer people can afford to ride,CONVERSATIONS,NEUTRAL,,13
I promised my mother that I would come and visit her in the village next weekend but I am not sure if I can get the time off work,CONVERSATIONS,NEUTRAL,,13
The man at the phone repair shop told me that my old phone cannot be fixed anymore and I need to buy a completely new one to replace it,CONVERSATIONS,SAD,,13
My friend and I were debating about which football team is the best in the country and we could not agree with each other at all,CONVERSATIONS,NEUTRAL,,13
She warned me to be very careful with that money lender because she heard that he charges people very high interest rates that are hard to pay back,CONVERSATIONS,NEUTRAL,,13
The pastor said in his sermon that we should always help those who are less fortunate than us because that is what God expects from all good people,CONVERSATIONS,NEUTRAL,,13
I told my children the story of how their grandfather built this house with his own two hands many years ago when he was still a young man,CONVERSATIONS,NEUTRAL,,13
My colleague at work suggested that we should start a small business together on the side to earn some extra income to support both of our families,CONVERSATIONS,NEUTRAL,,13
The health worker explained to us very clearly why it is so important to use mosquito nets every night especially for young children and pregnant women,CONVERSATIONS,NEUTRAL,,13
I was discussing with my husband about whether we should move to the city or stay in the village where our families and friends all live,CONVERSATIONS,NEUTRAL,,13
The market woman told me she would give me a better price if I come back early tomorrow morning before all the other customers arrive to buy,CONVERSATIONS,NEUTRAL,,13
My sister called me crying on the phone because she lost her job today and now she does not know how she is going to pay her bills,CONVERSATIONS,SAD,,13
The elder told us young people that patience is the most important quality in life and that rushing things always leads to mistakes and regret in the end,CONVERSATIONS,NEUTRAL,,13
I was explaining to my son why he needs to study hard in school because education is the only sure way to build a better future for himself,CONVERSATIONS,NEUTRAL,,13
She confided in me that she has been feeling very lonely since her husband passed away and she misses having someone to talk to in the evenings at home,CONVERSATIONS,SAD,,13
The farmer told me that he plants his cassava when the moon is full because his grandfather taught him that it makes the roots grow much bigger and stronger,CONVERSATIONS,NEUTRAL,,13
I told him clearly that I did not agree with his plan at all and I carefully explained to him every single one of my reasons why,CONVERSATIONS,NEUTRAL,,13
The women in our church organized a big fundraiser to help all the families who were badly affected by the recent flooding in the low areas,CONVERSATIONS,NEUTRAL,,13
My aunt was telling me about the time when she was young and used to walk barefoot for miles to sell oranges at the big market in town,CONVERSATIONS,NEUTRAL,,13
I asked the herbalist if he had any natural remedy for my constant back pain and he told me to try rubbing warm shea butter on it every night,CONVERSATIONS,NEUTRAL,,13
The young man at the barber shop was bragging about how he scored the winning goal in the football match last Sunday afternoon and everyone was laughing at him,CONVERSATIONS,HAPPY,,13
My neighbor asked me if I could watch her children for a few hours while she goes to the hospital to check on her sick mother today,CONVERSATIONS,NEUTRAL,,13
We were sitting under the tree discussing what to do about the broken water pump when the chief himself came and joined our conversation unexpectedly,CONVERSATIONS,NEUTRAL,,13
The fisherman told us about the time he caught such a big fish that it nearly pulled him out of his small canoe and into the deep water,CONVERSATIONS,NEUTRAL,,13
My grandmother always says that a person who does not greet other people properly in the morning will not receive blessings throughout the rest of the day,CONVERSATIONS,NEUTRAL,,13
I overheard two women at the market arguing about who has the best recipe for palm butter stew and they both sounded very confident about their cooking skills,CONVERSATIONS,NEUTRAL,,13
The mechanic explained to me in simple words exactly what is wrong with my car engine and how much it would cost me to get it all fixed properly,CONVERSATIONS,NEUTRAL,,13
She told me that she dreams of one day opening her own restaurant where she can serve all the traditional dishes that her late mother taught her how to cook,CONVERSATIONS,NEUTRAL,,13
I was chatting with the security guard at the bank and he told me that he walks over ten kilometers every single day just to get to work on time,CONVERSATIONS,NEUTRAL,,13
My cousin called me from overseas to say that life abroad is very hard and lonely and that he misses home and his family every single day and night,CONVERSATIONS,SAD,,13
The old woman next door told me that when she was young this whole area used to be nothing but thick forest and farmland as far as you could see,CONVERSATIONS,NEUTRAL,,13
I met the headmaster on the road and he asked me if I would be willing to volunteer to teach the adult literacy classes that they hold every Thursday evening,CONVERSATIONS,NEUTRAL,,13
My friend was complaining that her husband never helps with any of the cooking or housework and she has to do everything by herself every single day after work,CONVERSATIONS,NEUTRAL,,13
The bus driver told me that the road to the next town is blocked because a big truck carrying building materials broke down right in the middle of the bridge,CONVERSATIONS,NEUTRAL,,13
My father used to say that the best time to plant a tree was twenty years ago and the second best time to plant one is right now today,CONVERSATIONS,NEUTRAL,,13
She asked me if I thought it was a good idea to borrow money from the savings group to expand her small tailoring business before the holiday season comes,CONVERSATIONS,NEUTRAL,,13
The children were telling each other scary stories about the old abandoned house at the edge of the village and none of them were brave enough to go near it,CONVERSATIONS,NEUTRAL,,13
I was explaining to my young nephew that respect for elders is one of the most important values in our culture and he should always remember that wherever he goes,CONVERSATIONS,NEUTRAL,,13
The nurse told my mother that she needs to come back to the clinic every two weeks for her checkup until the doctor says that she is fully recovered,CONVERSATIONS,NEUTRAL,,13
My coworker was telling me about his plan to start raising chickens at his house so that he can sell the eggs for some extra income on the weekends,CONVERSATIONS,NEUTRAL,,13
The teacher asked the children to share what they want to be when they grow up and the answers they gave were so creative and wonderful to hear from them,CONVERSATIONS,HAPPY,,13
I told my sister that she should not be afraid to speak up for herself at work because her ideas and opinions are just as important as anyone else there,CONVERSATIONS,NEUTRAL,,13
The old fisherman was explaining to the young boys how to read the patterns in the ocean waves and clouds to know when it is safe to go out fishing,CONVERSATIONS,NEUTRAL,,13
My wife said that we should invite the whole neighborhood for a meal this Sunday because it has been a very long time since we all sat down and ate together,CONVERSATIONS,NEUTRAL,,13
The man at the electronics shop tried to convince me that this phone was better than the other one but I could clearly see that he just wanted to sell the expensive model,CONVERSATIONS,NEUTRAL,,13
She whispered to me that she is planning a surprise birthday party for her husband next Saturday and she asked me to help her keep it a secret from him,CONVERSATIONS,HAPPY,,13
I was discussing with the farmer about the best methods for growing vegetables during the dry season and he shared some very useful traditional techniques that his family has always used,CONVERSATIONS,NEUTRAL,,13
The landlady told us that she is raising the rent next month because the cost of maintaining the building has gone up significantly due to the rising price of materials,CONVERSATIONS,NEUTRAL,,13
My brother and I had a long conversation about whether it is better to stay in the village and farm or move to the city to look for a different kind of job,CONVERSATIONS,NEUTRAL,,13
I usually finish all my housework by noon so that I have the whole afternoon free to go to the market and do my shopping before it gets too late,DAILY_LIFE,NEUTRAL,,13
The children line up every morning at the water tap with their small buckets to collect water before going to school because there is no water at the school building,DAILY_LIFE,NEUTRAL,,13
Every Friday afternoon the women gather at the community center to learn new skills like soap making and tie dye fabric printing from the volunteer teachers who come from town,DAILY_LIFE,NEUTRAL,,13
My daily breakfast is usually a cup of strong tea with bread and some groundnut paste which gives me enough energy to work hard until lunchtime in the afternoon,DAILY_LIFE,NEUTRAL,,13
I always make sure the cooking fire is properly out before I go to sleep at night because we had a bad fire incident in our area last dry season,DAILY_LIFE,NEUTRAL,,13
The tailor in our neighborhood is always busy sewing school uniforms at the beginning of every new term and she works late into the night to finish all the orders,DAILY_LIFE,NEUTRAL,,13
I collect the eggs from our chickens every morning and we either eat them for breakfast or I sell them to the neighbors who always want to buy fresh ones,DAILY_LIFE,NEUTRAL,,13
The young boys in our area earn money by washing cars at the big intersection and they can make enough in one day to buy food for their families,DAILY_LIFE,NEUTRAL,,13
My mother starts preparing the evening meal right after lunch because cooking with firewood takes a very long time and everything needs to be ready before dark outside,DAILY_LIFE,NEUTRAL,,13
We keep all our important documents in a metal box under the bed because the humidity and insects in our area can destroy paper very quickly if not protected,DAILY_LIFE,NEUTRAL,,13
I spend every Saturday morning at the hairdresser getting my hair braided while we talk and laugh and share all the latest gossip from around the neighborhood together,DAILY_LIFE,NEUTRAL,,13
The sound of women pounding fufu in their big wooden mortars echoes through the village every evening and you can hear the rhythmic thumping from very far away,DAILY_LIFE,NEUTRAL,,13
I always keep a jerry can of clean water by the front door in case the water supply suddenly stops running during the day while I am cooking meals,DAILY_LIFE,NEUTRAL,,13
The old men play checkers and cards under the shade of the big tree every afternoon while the younger men listen to football matches on the radio nearby,DAILY_LIFE,NEUTRAL,,13
My daughter helps me sort and pick through the rice every evening to remove all the small stones and dirt before I cook it for the family dinner,DAILY_LIFE,NEUTRAL,,13
I carry my mobile phone everywhere I go and I charge it at the small solar charging station near the market because we do not have electricity at home yet,DAILY_LIFE,NEUTRAL,,13
Every morning before sunrise you can hear the call to prayer from the mosque echoing across the quiet village and it is the signal for everyone to start their day,DAILY_LIFE,NEUTRAL,,13
"I keep a small vegetable garden by the side of the house where I grow okra, pepper and tomatoes for our daily cooking and sometimes extra to sell to neighbors",DAILY_LIFE,NEUTRAL,,13
The neighborhood children all play together in the open field every evening after finishing their homework and their happy shouting and laughter fills the air until darkness comes,DAILY_LIFE,NEUTRAL,,13
I mend and patch my children clothes by hand because buying new ones every time they tear is too expensive for our small budget right now at this time,DAILY_LIFE,NEUTRAL,,13
Every wet season I make sure to clear all the drainage channels around our house so that the rain water can flow freely and does not flood into the rooms,DAILY_LIFE,NEUTRAL,,13
The smell of freshly baked bread from the small bakery on our street wakes up the whole neighborhood every early morning and makes everybody feel very hungry right away,DAILY_LIFE,NEUTRAL,,13
I always soak my beans overnight in water before cooking them the next day because it makes them softer and they cook much faster and use less charcoal for fuel,DAILY_LIFE,NEUTRAL,,13
We share a small television with our neighbors and every evening we all crowd together in their living room to watch the popular drama series that everybody is talking about,DAILY_LIFE,NEUTRAL,,13
"My morning routine includes feeding the goats, sweeping the yard, fetching water from the well, and preparing breakfast all before the children wake up and need to get ready for school",DAILY_LIFE,NEUTRAL,,13
I store all our dried fish and smoked meat on a high shelf in the kitchen to keep it away from the rats and cats that come sneaking around at night,DAILY_LIFE,NEUTRAL,,13
The community tap water only runs for about three hours in the early morning so everybody rushes to fill their containers before it stops flowing for the rest of the day,DAILY_LIFE,NEUTRAL,,13
The shortcut through the bush behind the school saves you about fifteen minutes of walking but the path is very narrow and overgrown with tall grass and thorny bushes,DIRECTIONS_PLACES,NEUTRAL,,13
Once you pass the big church with the white walls and blue roof you will see a small path on your right that leads down to the river bank,DIRECTIONS_PLACES,NEUTRAL,,13
The taxi stand is directly across the street from the old post office building that has the faded yellow paint and the broken clock tower on the very top,DIRECTIONS_PLACES,NEUTRAL,,13
Keep walking along the railroad tracks for about ten minutes and then you will come to a small village where you can ask anyone for further directions from there,DIRECTIONS_PLACES,NEUTRAL,,13
The new road they built last year goes straight from the highway all the way to the beach and it is much smoother and faster than the old bumpy route,DIRECTIONS_PLACES,NEUTRAL,,13
You will find the blacksmith workshop right at the bottom of the hill just before you reach the small bridge that crosses over the stream near the old rubber plantation,DIRECTIONS_PLACES,NEUTRAL,,13
My mother village is located between two rivers and the only way to get there during the rainy season is by crossing the water using a small wooden canoe boat,DIRECTIONS_PLACES,NEUTRAL,,13
The football field is behind the secondary school and you can reach it by taking the narrow path that runs alongside the fence wall on the left side of the building,DIRECTIONS_PLACES,NEUTRAL,,13
If you stand at the top of that hill and look towards the east you can see the ocean shining in the distance on a clear and sunny morning day,DIRECTIONS_PLACES,NEUTRAL,,13
The best route to take during the rainy season is the main paved road even though it is longer because the dirt shortcut becomes too muddy and dangerous for travel,DIRECTIONS_PLACES,NEUTRAL,,13
